universe,quality,pullback,trigger,hold,exit,n,wr,exp,avg_w,avg_l,score
mid,above50+rs,dn15,green,2,trail5,231,0.7792207792207793,0.1465256145875086,0.19533536493358905,-0.02574409251630471,2.2269965365233695
small,above21,dn8,green,2,trail5,1511,0.7180675049636003,0.057266351993115375,0.08828485714125352,-0.021736178724560413,2.2260337804435215
small,rs_pos,dn5,green,20,target15,4685,0.6514407684098186,0.03251279630125493,0.11284613102123894,-0.11762641837442864,2.2254053138218457
small,above200,dn5,green,10,time,4461,0.5814839722035418,0.03331407455286889,0.1180510118226582,-0.08441898130028243,2.2250709561594277
mid,none,dn10,green,5,target10,7281,0.6565032275786293,0.025939378992861906,0.07041424773902659,-0.05906256927049963,2.213375457585022
mid,above50+rs,dn15,green,10,trail5,233,0.7682403433476395,0.14497718617630106,0.19656958395381446,-0.026042058308419356,2.2129807028535744
large,none,dn5,green,5,time,8770,0.6363740022805017,0.02361834018662699,0.06333698332863529,-0.04589239903430379,2.21181689118059
mid,none,dn15,green,10,target15,3791,0.6412556053811659,0.03592114667426066,0.11063383778911913,-0.09762778869354889,2.2117044103791756
mid,above50+rs,dn15,green,20,trail5,234,0.7649572649572649,0.14440480153269886,0.19669075751329687,-0.02576221884052018,2.2089687026151745
small,above21,dn8,green,10,trail5,1561,0.7021140294682896,0.05578933611401209,0.08909092618866285,-0.022702153610326042,2.2042083584656638
mid,none,vwap,green,5,time,12223,0.6491859608933976,0.019918846812003684,0.052622233631106005,-0.040599197593214814,2.2021814371314203
mid,above50+rs,dn15,green,5,trail5,233,0.759656652360515,0.14426394899920536,0.19789455308394419,-0.02524706748291563,2.2020936098488093
small,above21,dn8,green,20,trail5,1568,0.7008928571428571,0.055524828609032635,0.08898436659632247,-0.022880357420885317,2.1986710386853963
small,above21,dn8,green,5,trail5,1549,0.7036797934151066,0.05579009908358561,0.0887637326377029,-0.022513300859743037,2.195749748096652
small,above21,dn5,green,20,target15,3120,0.657051282051282,0.039061546240983826,0.13138743414254883,-0.13782450067322952,2.181859232759514
small,rs_pos,dn5,green,20,trail5,4998,0.6134453781512605,0.030860385129402524,0.06532367472381717,-0.023831357053038134,2.181722284099095
mid,above21,dn10,green,2,trail5,531,0.7231638418079096,0.09453486345946165,0.13955597737509798,-0.023071311667098596,2.17840819346095
large,none,dn10,green,20,target10,3566,0.7100392596747056,0.036398249821744846,0.0882807332220354,-0.09064860508109432,2.173557686431903
small,above50,dn5,green,2,trail5,3837,0.6893406307010685,0.0350526660136859,0.060015283124062575,-0.020338376148181795,2.1712856116451658
small,above50,dn5,green,2,time,3713,0.6746566119041206,0.035574912847198,0.0723164464470154,-0.04061510508950946,2.167735647312727
small,above21,dn10,green,5,time,919,0.5984766050054406,0.07101769651926176,0.17691297761817112,-0.08682079834361131,2.1529023777614498
large,none,dn5,green,10,target10,8887,0.6515134466074041,0.02283636166707941,0.06708944721725511,-0.05989704657816351,2.1528040537641724
mid,above21,dn10,green,10,trail5,540,0.6907407407407408,0.09251625903404216,0.14438596290809405,-0.02333643285231324,2.1498835829535405
small,rs_pos,dn5,green,2,time,4679,0.6916007693951699,0.03142372214511716,0.06282500137869594,-0.03899522421653283,2.149483662801151
small,rs_pos,dn5,green,10,trail5,4941,0.6344869459623558,0.030565627377829783,0.06186695377805712,-0.02376973157273096,2.1485266318942076
small,above200+rs,dn5,green,10,time,2933,0.5738152062734402,0.03963703592816956,0.13784645420554356,-0.09259212484048676,2.1466300361642565
small,rs_pos,dn5,green,2,trail5,4791,0.6977666457941974,0.030998706447031163,0.053295248382789595,-0.020477356875648677,2.1456390116829325
mid,above21,dn10,green,20,trail5,540,0.6907407407407408,0.09224322185084209,0.14399068119515024,-0.02333643285231324,2.143538772172965
mid,above21,dn10,green,5,trail5,539,0.6901669758812616,0.09229448435658039,0.14410737536991475,-0.023121057301865033,2.1427432238107222
large,none,dn8,green,10,target15,4963,0.6431593794076164,0.0304154756671683,0.08557373701810293,-0.06900020487048464,2.1427265475039765
mid,above21,vwap,green,20,time,7612,0.5823699421965318,0.024495568761480773,0.09508454114465552,-0.07393818857561064,2.137159411619889
small,rs_pos,dn5,green,5,trail5,4819,0.6515874662793111,0.03067013318592316,0.05939532788795781,-0.023050600205612753,2.1290905144230194
mid,none,dn5,immed,10,time,29187,0.5065954020625622,0.012461994119771077,0.10607604087467114,-0.08365475439199563,2.129032401917961
small,above50,dn5,green,20,trail5,4015,0.6254047322540474,0.03356928128847991,0.06760548480358845,-0.023255789872715274,2.1270848677459315
large,none,vwap,green,20,time,8643,0.6045354622237649,0.022876781134925372,0.07855442095120742,-0.06223605328288437,2.1268025568370192
mid,none,dn10,green,2,target10,7243,0.6870081457959409,0.0249752817404392,0.05331329771306623,-0.03722585080468301,2.1255417445248375
small,above50,dn5,green,5,trail5,3897,0.6502437772645625,0.034048294624751896,0.064524227882715,-0.02261055708154193,2.125497346888413
mid,above50,dn15,green,2,trail5,314,0.7515923566878981,0.11991351155550005,0.16735749640803965,-0.023634955434235078,2.1248728384591176
large,none,dn5,green,20,trail5,9060,0.5515452538631347,0.02230333433881526,0.06020127423565553,-0.024306561222226047,2.122921295530883
small,above50,dn5,green,10,trail5,3974,0.6351283341721188,0.03365644578927064,0.06631218486436591,-0.02318706140075727,2.121691237607898
large,none,dn15,immed,20,time,3136,0.5200892857142857,0.037839358908824235,0.19411526207339264,-0.131520108241615,2.119004098894157
large,above21,dn15,green,2,trail5,61,0.7704918032786885,0.27103023274592764,0.3604750794270403,-0.029248895397807877,2.1168137874647863
mid,above50,dn15,green,10,trail5,317,0.7413249211356467,0.1183085119378616,0.16805508671593392,-0.024257891389540733,2.1064231690316912
mid,above50,dn15,green,20,trail5,318,0.7389937106918238,0.11797118699331925,0.16814738487400774,-0.024093951584533795,2.10372762150304
small,rs_pos,dn5,green,5,time,4605,0.6145494028230185,0.030986243439108406,0.09064534847991587,-0.06413221699215084,2.102731137298277
mid,above50,dn15,green,5,trail5,317,0.7350157728706624,0.11773336939971212,0.1687475958113292,-0.023770377670606784,2.0961830472686005
large,none,dn5,green,10,trail5,9009,0.5808635808635808,0.02206731703952674,0.055544772813733795,-0.024327684567047817,2.0945359940184343
small,none,vwap,green,20,target15,12559,0.6156541125885819,0.01868075103794756,0.07408722529726441,-0.0700706181298664,2.0934946856568324
mid,none,dn8,volexp,5,time,2546,0.5090337784760408,0.04148701546037082,0.16204877805637488,-0.0835114199991662,2.0933478120718103
small,above21,dn10,green,10,time,899,0.5328142380422692,0.06971000533269635,0.24017226083620247,-0.12469813844392133,2.090138003647753
small,rs_pos,dn5,green,20,target10,4781,0.7178414557623928,0.03019530949741962,0.08732956219872819,-0.11516032821265526,2.087847900949337
small,above21,dn8,green,2,time,1452,0.662534435261708,0.054756325258334494,0.10766187045826382,-0.04911129613417978,2.086496222430452
mid,none,dn15,green,20,target10,3800,0.7339473684210527,0.033741212567343214,0.09452628242575159,-0.13394381199754396,2.079948032272833
large,none,dn5,immed,20,target15,16750,0.5708059701492537,0.016023245372486925,0.09187922382204707,-0.08486130184635358,2.073757114628174
mid,none,dn15,gapup,5,time,754,0.48938992042440316,0.0755180872564161,0.24300892176029382,-0.08501208919015757,2.073655721946685
mid,above50,vwap,green,20,time,7318,0.5844493030882755,0.024193496792841593,0.09301152111294995,-0.07259528650775146,2.069640174219519
small,above21,dn10,green,2,trail5,953,0.7502623294858342,0.0667955760264482,0.09668132879158059,-0.022987252658718423,2.062026060650031
large,none,dn15,green,20,target15,1701,0.6819517930629042,0.04984168005290167,0.12302378201290676,-0.10707373265246972,2.0556294444557324
small,above21,dn10,green,5,trail5,970,0.7391752577319588,0.06588953044963561,0.09729898227690396,-0.02312460773278107,2.0521177637229435
small,above21,dn10,green,10,trail5,980,0.7346938775510204,0.06538891176773684,0.09740371058520728,-0.023267454188335125,2.046996723623537
large,above21,dn15,green,5,trail5,64,0.71875,0.25580478214715735,0.3663353913299522,-0.026662330208873902,2.046438257177259
small,rs_pos,dn8,green,20,trail5,2985,0.6499162479061976,0.03740844451016652,0.07008964585643565,-0.023262876649414437,2.0438161087046383
small,above21,dn5,green,10,target15,3151,0.6417010472865757,0.03637530632302304,0.11518175969760192,-0.10476432939300755,2.041883035265595
small,above21,dn10,green,20,trail5,983,0.7324516785350966,0.06509595354182658,0.09747223477080402,-0.023538732712408222,2.040942418019629
large,above21,dn15,green,10,trail5,64,0.703125,0.2550120112133737,0.37392496803966396,-0.026623939164682,2.0400960897069895
large,above21,dn15,green,20,trail5,64,0.703125,0.2550120112133737,0.37392496803966396,-0.026623939164682,2.0400960897069895
mid,none,dn10,gapup,10,trail5,1664,0.4284855769230769,0.04996475289619663,0.162665507205312,-0.034531185928618535,2.0381700000763856
small,none,vwap,green,5,trail5,12957,0.6388824573589565,0.017879443898854423,0.038634071589832474,-0.018839258393497847,2.035195980639699
small,rs_pos,dn8,green,10,trail5,2945,0.6577249575551782,0.037417749081739754,0.06898601358623516,-0.023244679832156664,2.0305809518419076
mid,none,dn5,volexp,20,trail5,4022,0.4365987071108901,0.03196616916886364,0.11844364540092338,-0.03504815045315618,2.0272701538519593
mid,above200,dn5,green,10,time,5333,0.5975998499906244,0.02776021805508252,0.09448682734384432,-0.07133470450003576,2.02725632927406
mid,rs_pos,dn5,green,10,time,4639,0.5899978443630093,0.029753585930293727,0.10538276168712417,-0.07907767276920416,2.0265228317058406
mid,none,dn10,gapup,20,trail5,1669,0.41761533852606353,0.04951573578764736,0.16664126987253397,-0.034472430114786734,2.0228859837366557
mid,above21,dn5,green,10,time,2685,0.562756052141527,0.038985949222783464,0.14307603370442187,-0.09498348659642918,2.0201343707317827
small,none,vwap,green,20,target10,12712,0.6516677155443675,0.017910884498888117,0.06255491103430938,-0.06561014436728842,2.0194075488284366
small,rs_pos,dn5,green,2,target15,4702,0.7003402807316036,0.02942096234177389,0.05827382397276389,-0.03801159503995078,2.0174286614638435
mid,none,vwap,green,5,target15,12239,0.6538115859138819,0.018235646029997648,0.04898458154875874,-0.03983680665377065,2.0174097757921725
small,none,vwap,green,2,trail5,12801,0.6911960003124756,0.017818596001272093,0.03242973988697771,-0.014885527727724463,2.0160227564705946
mid,none,dn5,volexp,10,trail5,4006,0.4475786320519221,0.03184495205007455,0.11422898115630185,-0.03490360835998671,2.015561581820962
small,above50,dn5,green,20,target15,3766,0.6455124800849708,0.03283533712309183,0.12228190800201208,-0.13004452340623787,2.015030561747238
small,above21,dn5,green,2,target15,3109,0.6809263428755227,0.0361344702091122,0.07343547648655915,-0.04346858451806039,2.014800512468818
large,none,dn10,green,10,target15,3551,0.6539003097718953,0.03380823647482626,0.09146696722185728,-0.07512876335805091,2.0146418607069174
mid,above50,dn10,green,10,time,907,0.5689084895259096,0.0668819570834439,0.2020021646197399,-0.11143524774706443,2.0142464939186686
mid,none,vwap,green,10,target15,12276,0.6112740306288693,0.018162934361976624,0.06407720595075184,-0.05403754635934969,2.012400670495216
mid,above50+rs,dn15,green,10,time,223,0.5381165919282511,0.13460233062150265,0.36905176146051016,-0.13854263734627303,2.010041440405916
mid,none,dn15,green,5,target15,3763,0.6353972893967579,0.032736045657302676,0.09041826828247329,-0.06778741957358866,2.0081369481928695
mid,above21,dn8,green,20,time,855,0.5333333333333333,0.06866068621323199,0.2531391754264731,-0.14217187288761493,2.007664764281497
small,none,vwap,green,20,trail5,13236,0.5704895738893926,0.01744646258858311,0.04839504623142885,-0.023660442439935477,2.00717742029212
large,none,dn5,green,5,trail5,8885,0.6099043331457513,0.02125217864021945,0.049706626998475806,-0.023235604294977077,2.0032362657590546
small,none,vwap,green,2,time,12660,0.6889415481832544,0.01778410852041921,0.0362802657317104,-0.023181732819571074,2.0010085884033972
mid,above200+rs,dn15,volexp,10,time,81,0.5679012345679012,0.22229323290458705,0.49853245842265437,-0.1407640349191585,2.0006390961412834
mid,above50+rs,dn10,green,10,time,642,0.5763239875389408,0.0787744502212766,0.2204740001833951,-0.11397861406542874,1.9959648776770937
mid,none,dn10,gapup,5,trail5,1652,0.437046004842615,0.049089563099765414,0.15631895013491756,-0.03415733737268606,1.9952356149583699
large,none,dn5,green,5,target15,8784,0.6429872495446266,0.02125911560902161,0.05813591150942166,-0.04515674639527033,1.9924680095450773
small,rs_pos,dn5,green,10,target15,4683,0.6500106769165065,0.029114662408414083,0.09352964401372062,-0.09051877505745116,1.9923876342195999
small,none,vwap,green,10,trail5,13144,0.5944157029823494,0.017337027405995343,0.04382956101643283,-0.021489865315510573,1.9876431252533273
large,none,vwap,green,20,target15,8717,0.6192497418836755,0.021286077044729703,0.07184305222170055,-0.060939458359093326,1.987371935771583
large,none,dn8,green,5,time,4898,0.6345447121273989,0.02839549812272337,0.07528081196629506,-0.053012074740863675,1.98727917721615
mid,above21,dn8,green,2,trail5,918,0.6949891067538126,0.06555257547024801,0.10433656172275392,-0.022819507490818975,1.9861456790523677
small,above21,dn5,green,5,target15,3165,0.6312796208530805,0.03523900602056828,0.09679005793424716,-0.07014145818125726,1.9824877252912196
mid,none,dn15,green,10,target10,3815,0.7019659239842726,0.03203943021524559,0.08750011929586368,-0.09858829657270098,1.978937394839618
small,rs_pos,dn8,green,2,trail5,2855,0.6998248686514886,0.03702018412496235,0.06218734195274867,-0.021654239842268806,1.978069883296507
small,rs_pos,dn8,green,5,trail5,2881,0.6636584519264145,0.03684384992564248,0.06713349868402373,-0.022922722237437954,1.9775917141882313
mid,none,dn5,volexp,5,trail5,3995,0.4653316645807259,0.031246268439665062,0.10727400394848087,-0.03492206503921536,1.9749520295838625
large,none,dn5,green,2,time,8840,0.6903846153846154,0.02093649592329758,0.044456251152293326,-0.03150817567427681,1.9684760237475347
mid,above21,dn8,green,10,trail5,935,0.653475935828877,0.06429408311159086,0.11073194190642689,-0.02327854566509065,1.9659696666415645
mid,none,vwap,green,5,target10,12266,0.6656611772378933,0.017738635152116298,0.046143933602089224,-0.038815683756449636,1.964588879592034
small,above50,dn5,green,2,target15,3737,0.6858442601016859,0.03213606687703685,0.06508766261517653,-0.03980170133152531,1.9645101247878474
mid,rs_pos,dn8,green,20,time,2358,0.5551314673452078,0.04044416224752885,0.16696430711178906,-0.1174346457861381,1.963937868888592
small,above200,dn5,green,20,time,4432,0.5309115523465704,0.029458416204335085,0.15207257172852556,-0.10931556549283673,1.9611430341275546
mid,none,dn5,volexp,2,trail5,3979,0.47675295300326714,0.031009659725307764,0.1011435662805928,-0.032892367525112855,1.9560680985578265
mid,none,dn15,green,2,target15,3728,0.6794527896995708,0.032012696765026875,0.06626471753398398,-0.040590122153607744,1.9546104337038948
small,above50,dn8,green,2,trail5,2019,0.7038137691926697,0.04349314552038016,0.07056820559152692,-0.020844079163732772,1.9542898543849148
mid,above21,dn8,green,20,trail5,935,0.651336898395722,0.06388693882545593,0.11051539657519469,-0.023219597277583638,1.9535201024243027
mid,none,dn10,gapup,2,trail5,1642,0.44884287454323996,0.04816483889603638,0.1459427664064905,-0.031462047927394196,1.951716296252309
mid,none,vwap,green,10,target10,12331,0.6323088151812505,0.017574371842788074,0.05814948305066647,-0.05220157480207913,1.9515467523580592
mid,above21,dn8,green,5,trail5,933,0.654876741693462,0.06381912910297635,0.10954879668493661,-0.022953625221799213,1.9493584063528147
large,none,dn8,green,10,target10,4993,0.6721409973963549,0.02752794967828381,0.0742661355847039,-0.06828961409810337,1.945156947743857
mid,above21,vwap,green,20,target15,7734,0.6102922161882597,0.02210995957322121,0.08227412096965167,-0.07210863425264205,1.9444197889232069
large,none,dn8,green,20,trail5,5083,0.573480228211686,0.027230563687983992,0.06546397075307454,-0.02417643889261516,1.9414074256900031
large,rs_pos,dn15,green,10,time,331,0.6193353474320241,0.10665162672356357,0.24364018070795238,-0.11622657618754516,1.9403562814083797
